smiles
C[C@@]12CC[C@@H](C1)C([C@@H]2O)(C)C
CCOC(C)OCC
CC=O
CCCOC(C)OCCc1ccccc1
COc1ccc(cc1)C(C)=O
CC(C)=O
CC(=O)c1ccccc1
COc1cc(ccc1O)C(C)=O
CC(=O)c1cc(C)oc1C
CC(=O)c1ncc(C)nc1C
CC1=CC(=C(S1)C)C(=O)C
CCc1nccnc1C(C)=O
CC(=O)c1oc(C)cc1
CC(=O)c1ccccn1
CC(=O)c1cccnc1
CC(=O)c1sccn1
OC(=O)C\C(=C/C(O)=O)C(O)=O
NCCC(O)=O
COc1ccc(CC=C)cc1
CCCC(=O)OCC=C
C=CCOC(=O)\C=C\c1ccccc1
C=CCOC(=O)CCC1CCCCC1
COc1cc(CC=C)cc(OC)c1O
C=CCSSCC=C
CCC(CC)C(=O)OCC=C
C=CCOC(=O)c1occc1
CCCCCCC(=O)OCC=C
CCCCCC(=O)OCC=C
CC1=CCCC(C)(C)C1\C=C\C(=O)CCC=C
CC(C)CC(=O)OCC=C
CCCCCCCC(=O)OCC=C
C=CCOC(=O)COc1ccccc1
C=CCOC(=O)Cc1ccccc1
CCC(=O)OCC=C
C=CCSCC=C
CCC(=O)SCC=C
C\C=C(/C)C(=O)OCC=C
CCCCCOC(C)=O
CCCCCO
CCCCCOC(=O)CCC
CCCCC/C(C=O)=C/c1ccccc1
CCCCC\C(CO)=C/c1ccccc1
CCCCCOC=O
CCCCCOC(=O)c1occc1
CCCCCOC(=O)CCCCC
CCCCCCCC(=O)OCCCCC
CCCCCC1=CC=CC(=O)O1
COc1ccc(\C=C\C)cc1
CC1=CCC(=O)O1
COc1ccc(C=O)cc1
COc1ccccc1
COc1ccc(COC(C)=O)cc1
COc1ccc(CO)cc1
COc1ccc(COC=O)cc1
CCC(=O)OCc1ccc(OC)cc1
O=Cc1ccccc1
COC(OC)c1ccccc1
Sc1ccccc1
OC(=O)c1ccccc1
O=C(c1ccccc1)c2ccccc2
CC(=O)OCc1ccccc1
OCc1ccccc1
O=C(OCc1ccccc1)c2ccccc2
CCCC(=O)OCc1ccccc1
O=C(OCc1ccccc1)/C=C/c2ccccc2
C(SSCc1ccccc1)c2ccccc2
C(OCc1ccccc1)c2ccccc2
O=COCc1ccccc1
CC(=O)\C=C\c1ccccc1
CC(C)C(=O)OCc1ccccc1
CC(C)CC(=O)OCc1ccccc1
SCc1ccccc1
O=C(Cc1ccccc1)OCc2ccccc2
CCC(=O)OCc1ccccc1
Oc1ccccc1C(=O)OCc2ccccc2
c1ccc(cc1)c2ccccc2
CC(=O)OC1CC2CCC1(C)C2(C)C
SCCCCS
CCCCS
CCC(C)=O
CCCCOC(C)=O
CCCCO
CCCCN
CCCCOC(=O)c1ccccc1N
CCCCOC(=O)CCC
CCCCOC(=O)C(C)OC(=O)CCC
CCC(C)C1CCCCC1=O
CC(=O)OC1CCCCC1C(C)(C)C
CCCCOC=O
CCCCCCC(=O)OCCCC
CCCCCC(=O)OCCCC
CCC\C=C/1OC(=O)c2ccccc12
CCCCOC(=O)C(C)C
CCCCOC(=O)CC(C)C
CCCCOC(=O)C(C)O
CCCCCCCCCCCC(=O)OCCCC
CCCCOC(=O)CCC(C)=O
CCCCOC(=O)C(C)CC
CCCCOC(=O)Cc1ccccc1
CCCCOC(=O)CC
CCCCSCCCC
CCCCOC(=O)CCCCCCCCC=C
CCCCOC(=O)CCCC
CCCC=O
CCCC(O)=O
CCCC(=O)c1ccccc1
COc1ccc(CC=C)cc1OC
C(SSCc1occc1)c2occc2
C\C=C(/C)C1CCC(C)(C)O1
